/usr/lib/jvm/java-1.7.0-openjdk-amd64/bin/java -Didea.launcher.port=7535 -Didea.launcher.bin.path=/usr/bin/idea/bin -Dfile.encoding=UTF-8 -classpath /usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/charsets.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/compilefontconfig.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/ext/dnsns.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/ext/icedtea-sound.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/ext/java-atk-wrapper.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/ext/localedata.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/ext/sunjce_provider.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/ext/sunpkcs11.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/ext/zipfs.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/javazic.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/jce.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/jsse.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/management-agent.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/resources.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/rhino.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/rt.jar:/home/doms/Research/SwarmRoboticResearch/platypus3000/target/classes:/home/doms/.m2/repository/org/processing/core/core/2.2/core-2.2.jar:/home/doms/.m2/repository/org/processing/pdf/pdf/2.2/pdf-2.2.jar:/home/doms/.m2/repository/com/lowagie/itext/2.1.7/itext-2.1.7.jar:/home/doms/.m2/repository/bouncycastle/bcmail-jdk14/138/bcmail-jdk14-138.jar:/home/doms/.m2/repository/bouncycastle/bcprov-jdk14/138/bcprov-jdk14-138.jar:/home/doms/.m2/repository/org/bouncycastle/bctsp-jdk14/1.38/bctsp-jdk14-1.38.jar:/home/doms/.m2/repository/org/bouncycastle/bcprov-jdk14/1.38/bcprov-jdk14-1.38.jar:/home/doms/.m2/repository/org/bouncycastle/bcmail-jdk14/1.38/bcmail-jdk14-1.38.jar:/home/doms/.m2/repository/org/jbox2d/jbox2d-library/2.2.1.1/jbox2d-library-2.2.1.1.jar:/home/doms/.m2/repository/com/google/guava/guava/17.0/guava-17.0.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all-main/2.1.5-01/jogl-all-main-2.1.5-01.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-android-armv6.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-linux-amd64.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-linux-armv6.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-linux-armv6hf.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-linux-i586.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-macosx-universal.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-solaris-amd64.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-solaris-i586.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-windows-amd64.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-windows-i586.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt-main/2.1.5-01/gluegen-rt-main-2.1.5-01.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-android-armv6.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-linux-amd64.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-linux-armv6.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-linux-armv6hf.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-linux-i586.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-macosx-universal.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-solaris-amd64.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-solaris-i586.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-windows-amd64.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-windows-i586.jar:/home/doms/.m2/repository/org/javabits/jgrapht/jgrapht-core/0.9.1/jgrapht-core-0.9.1.jar:/usr/bin/idea/lib/idea_rt.jar com.intellij.rt.execution.application.AppMain projects.triangulation.Environment.HeadlessRunner
Loading configuration from /home/doms/Research/SwarmRoboticResearch/platypus3000/src/main/java/projects/triangulation/Environment/Environment1.properties
Radius = 0.05 meter
Range = 1.2 meter
MessageBufferSize = 5000
MaximalAcceleration = 0.1
MaximalVelocity = 1.0
MaximalBrakePower = 0.3
MaximalRotationAcceleration = 1.0
MaximalRotationVelocity = 10.0
MaximalRotationBreak = 1.0
ConnectivityProbability = 1.0
NeighborPositionAngleNoise = 0.0
NeighborPositionDistanceNoise = 0.01
SpeedDeviationChange = 0.2 (Noisy)
RotationSpeedDeviationChange = 0.2 (Noisy)
CleanOldMessages = False
#Environment:
/home/doms/Research/SwarmRoboticResearch/platypus3000/src/main/java/projects/triangulation/Environment/expenv_1
#Neighborhood Update Probability
1/2
116 closest triangle has a high difference to actual triangle -> restart 0.18283659 -0.1816871
Unable to transform
#Steps
200300
#Robots
189
#Triangles
((-0.5,0.0), (0.0,-0.86), (0.5,0.0)), 0.42999998347703766
((0.003433475,0.72810304), (-0.5,0.0), (0.5,0.0)), 0.36405149451390306
((0.003433475,0.72810304), (0.37865874,1.4434612), (-0.34171575,1.5175782)), 0.27156816191307487
((0.86310726,0.7785208), (0.003433475,0.72810304), (0.5,0.0)), 0.32548344079466324
((0.86310726,0.7785208), (1.730766,0.8728734), (1.221419,1.5421757)), 0.31439209576834287
((-0.8565796,0.80754596), (-0.5,0.0), (0.003433475,0.72810304)), 0.3330861556002231
((-0.8565796,0.80754596), (-1.1484615,1.6399182), (-1.7260809,0.89066947)), 0.3497432686769436
((-0.34171575,1.5175782), (-0.8565796,0.80754596), (0.003433475,0.72810304)), 0.32576963326213465
((-0.34171575,1.5175782), (0.088690326,2.253283), (-0.6495459,2.264573)), 0.2739916363600425
((0.37865874,1.4434612), (0.003433475,0.72810304), (0.86310726,0.7785208)), 0.298028336894616
((0.37865874,1.4434612), (0.8175578,2.2716691), (0.088690326,2.253283)), 0.29779209731544865
((1.3718585,0.065358736), (0.86310726,0.7785208), (0.5,0.0)), 0.3275138636013414
((-1.3722835,0.11011801), (-0.5,0.0), (-0.8565796,0.80754596)), 0.33257157734865594
((0.088690326,2.253283), (-0.34171575,1.5175782), (0.37865874,1.4434612)), 0.2809417015033079
((0.088690326,2.253283), (0.45397255,3.0496428), (-0.23965432,3.0818112)), 0.2820634997836381
((1.221419,1.5421757), (0.37865874,1.4434612), (0.86310726,0.7785208)), 0.3041036464886808
((1.221419,1.5421757), (2.0895398,1.6714637), (1.679669,2.303654)), 0.3009044345424984
((-1.1484615,1.6399182), (-0.8565796,0.80754596), (-0.34171575,1.5175782)), 0.31790193797766064
((-1.1484615,1.6399182), (-1.502186,2.4271612), (-2.0308685,1.7400758)), 0.3296202808030734
((1.730766,0.8728734), (0.86310726,0.7785208), (1.3718585,0.065358736)), 0.3333916228211905
((1.730766,0.8728734), (2.611594,0.94368064), (2.0895398,1.6714637)), 0.339008455759694
((-1.7260809,0.89066947), (-1.3722835,0.11011801), (-0.8565796,0.80754596)), 0.32464082659632354
((-1.7260809,0.89066947), (-2.0308685,1.7400758), (-2.5861864,1.0041313)), 0.3479986647622757
((2.0895398,1.6714637), (1.221419,1.5421757), (1.730766,0.8728734)), 0.32344383104550395
((2.0895398,1.6714637), (2.970587,1.7497828), (2.5342038,2.4207368)), 0.3126596996416372
((-2.248924,0.2021937), (-1.3722835,0.11011801), (-1.7260809,0.89066947)), 0.32584345152861277
((0.8175578,2.2716691), (0.37865874,1.4434612), (1.221419,1.5421757)), 0.327327519836114
((0.8175578,2.2716691), (1.2231199,3.0584803), (0.45397255,3.0496428)), 0.300794737377223
((0.45397255,3.0496428), (0.088690326,2.253283), (0.8175578,2.2716691)), 0.28686232545067675
((0.45397255,3.0496428), (0.81350356,3.8301482), (0.122039296,3.8940473)), 0.2813326661162653
((2.2297304,0.14651185), (1.730766,0.8728734), (1.3718585,0.065358736)), 0.3318088122996616
((-0.6495459,2.264573), (-1.1484615,1.6399182), (-0.34171575,1.5175782)), 0.28248743850074004
((-0.6495459,2.264573), (-0.23965432,3.0818112), (-0.9835867,3.0012887)), 0.2874822206804702
((-2.0308685,1.7400758), (-1.7260809,0.89066947), (-1.1484615,1.6399182)), 0.35949771278725484
((-2.0308685,1.7400758), (-2.3450115,2.5625918), (-2.9009778,1.8096867)), 0.3469055729357627
((-2.5861864,1.0041313), (-2.248924,0.2021937), (-1.7260809,0.89066947)), 0.3257422673163206
((-2.5861864,1.0041313), (-2.9009778,1.8096867), (-3.4482656,1.0857359)), 0.3343820268124381
((2.611594,0.94368064), (1.730766,0.8728734), (2.2297304,0.14651185)), 0.3375648957131998
((2.611594,0.94368064), (3.4778235,0.9887968), (2.970587,1.7497828)), 0.3410365230453609
((-1.502186,2.4271612), (-1.1484615,1.6399182), (-0.6495459,2.264573)), 0.30686174911822983
((-1.502186,2.4271612), (-1.8242812,3.2314627), (-2.3450115,2.5625918)), 0.31713217595754745
((-0.23965432,3.0818112), (-0.6495459,2.264573), (0.088690326,2.253283)), 0.3039712189214976
((-0.23965432,3.0818112), (0.122039296,3.8940473), (-0.68630195,3.8178205)), 0.3144965882207242
((-2.3450115,2.5625918), (-2.0308685,1.7400758), (-1.502186,2.4271612)), 0.3253464333336837
((-2.3450115,2.5625918), (-2.6981723,3.3671913), (-3.2189457,2.6240172)), 0.3407370457408335
((1.679669,2.303654), (0.8175578,2.2716691), (1.221419,1.5421757)), 0.3209109763019267
((1.679669,2.303654), (2.5342038,2.4207368), (2.108739,3.0882366)), 0.31010821088144835
((2.5342038,2.4207368), (1.679669,2.303654), (2.0895398,1.6714637)), 0.2941086907548296
((2.5342038,2.4207368), (3.3808353,2.511398), (2.9054952,3.1363006)), 0.28607854230828317
((2.970587,1.7497828), (2.0895398,1.6714637), (2.611594,0.94368064)), 0.34104906291821746
((2.970587,1.7497828), (3.8632488,1.7738214), (3.3808353,2.511398)), 0.3350015176375729
((-0.9835867,3.0012887), (-1.502186,2.4271612), (-0.6495459,2.264573)), 0.28692108259967763
((-0.9835867,3.0012887), (-0.68630195,3.8178205), (-1.4033221,3.7875667)), 0.2882378904821331
((3.0828066,0.22098756), (2.611594,0.94368064), (2.2297304,0.14651185)), 0.3258030570802406
((3.4778235,0.9887968), (2.611594,0.94368064), (3.0828066,0.22098756)), 0.323638684363959
((3.4778235,0.9887968), (3.9422796,0.24610037), (3.940166,1.226373)), 0.22686188746619815
((-2.9009778,1.8096867), (-2.5861864,1.0041313), (-2.0308685,1.7400758)), 0.3395041709420371
((-2.9009778,1.8096867), (-3.2189457,2.6240172), (-3.7625382,1.9047453)), 0.3356846700757506
((-3.0958965,0.31417012), (-2.248924,0.2021937), (-2.5861864,1.0041313)), 0.32072682449924445
((1.2231199,3.0584803), (0.8175578,2.2716691), (1.679669,2.303654)), 0.33267343911214503
((1.2231199,3.0584803), (1.6527615,3.8315809), (0.81350356,3.8301482)), 0.32410761065826527
((0.81350356,3.8301482), (0.45397255,3.0496428), (1.2231199,3.0584803)), 0.2985731545556166
((0.81350356,3.8301482), (1.2288016,4.475837), (0.5302845,4.647511)), 0.2611602831523723
((-0.68630195,3.8178205), (-0.9835867,3.0012887), (-0.23965432,3.0818112)), 0.2917532309865643
((-0.68630195,3.8178205), (-0.34226587,4.5212665), (-1.0872085,4.593369)), 0.27441639746490476
((0.122039296,3.8940473), (-0.23965432,3.0818112), (0.45397255,3.0496428)), 0.28751194555924786
((0.122039296,3.8940473), (0.5302845,4.647511), (-0.34226587,4.5212665)), 0.3029481809616882
((2.108739,3.0882366), (1.2231199,3.0584803), (1.679669,2.303654)), 0.3410368725951024
((2.108739,3.0882366), (2.9054952,3.1363006), (2.5399902,3.859685)), 0.29696433078544987
