/usr/lib/jvm/java-1.7.0-openjdk-amd64/bin/java -Didea.launcher.port=7533 -Didea.launcher.bin.path=/usr/bin/idea/bin -Dfile.encoding=UTF-8 -classpath /usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/charsets.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/compilefontconfig.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/ext/dnsns.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/ext/icedtea-sound.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/ext/java-atk-wrapper.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/ext/localedata.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/ext/sunjce_provider.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/ext/sunpkcs11.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/ext/zipfs.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/javazic.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/jce.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/jsse.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/management-agent.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/resources.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/rhino.jar:/usr/lib/jvm/java-1.7.0-openjdk-amd64/jre/lib/rt.jar:/home/doms/Research/SwarmRoboticResearch/platypus3000/target/classes:/home/doms/.m2/repository/org/processing/core/core/2.2/core-2.2.jar:/home/doms/.m2/repository/org/processing/pdf/pdf/2.2/pdf-2.2.jar:/home/doms/.m2/repository/com/lowagie/itext/2.1.7/itext-2.1.7.jar:/home/doms/.m2/repository/bouncycastle/bcmail-jdk14/138/bcmail-jdk14-138.jar:/home/doms/.m2/repository/bouncycastle/bcprov-jdk14/138/bcprov-jdk14-138.jar:/home/doms/.m2/repository/org/bouncycastle/bctsp-jdk14/1.38/bctsp-jdk14-1.38.jar:/home/doms/.m2/repository/org/bouncycastle/bcprov-jdk14/1.38/bcprov-jdk14-1.38.jar:/home/doms/.m2/repository/org/bouncycastle/bcmail-jdk14/1.38/bcmail-jdk14-1.38.jar:/home/doms/.m2/repository/org/jbox2d/jbox2d-library/2.2.1.1/jbox2d-library-2.2.1.1.jar:/home/doms/.m2/repository/com/google/guava/guava/17.0/guava-17.0.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all-main/2.1.5-01/jogl-all-main-2.1.5-01.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-android-armv6.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-linux-amd64.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-linux-armv6.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-linux-armv6hf.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-linux-i586.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-macosx-universal.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-solaris-amd64.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-solaris-i586.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-windows-amd64.jar:/home/doms/.m2/repository/org/jogamp/jogl/jogl-all/2.1.5-01/jogl-all-2.1.5-01-natives-windows-i586.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt-main/2.1.5-01/gluegen-rt-main-2.1.5-01.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-android-armv6.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-linux-amd64.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-linux-armv6.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-linux-armv6hf.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-linux-i586.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-macosx-universal.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-solaris-amd64.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-solaris-i586.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-windows-amd64.jar:/home/doms/.m2/repository/org/jogamp/gluegen/gluegen-rt/2.1.5-01/gluegen-rt-2.1.5-01-natives-windows-i586.jar:/home/doms/.m2/repository/org/javabits/jgrapht/jgrapht-core/0.9.1/jgrapht-core-0.9.1.jar:/usr/bin/idea/lib/idea_rt.jar com.intellij.rt.execution.application.AppMain projects.triangulation.Environment.HeadlessRunner
Loading configuration from /home/doms/Research/SwarmRoboticResearch/platypus3000/src/main/java/projects/triangulation/Environment/Environment1.properties
Radius = 0.05 meter
Range = 1.2 meter
MessageBufferSize = 5000
MaximalAcceleration = 0.1
MaximalVelocity = 1.0
MaximalBrakePower = 0.3
MaximalRotationAcceleration = 1.0
MaximalRotationVelocity = 10.0
MaximalRotationBreak = 1.0
ConnectivityProbability = 1.0
NeighborPositionAngleNoise = 0.0
NeighborPositionDistanceNoise = 0.01
SpeedDeviationChange = 0.2 (Noisy)
RotationSpeedDeviationChange = 0.2 (Noisy)
CleanOldMessages = False
#Environment:
/home/doms/Research/SwarmRoboticResearch/platypus3000/src/main/java/projects/triangulation/Environment/expenv_2
#Neighborhood Update Probability
1/2
Unable to transform
Unable to transform
Unable to transform
Unable to transform
Unable to transform
Unable to transform
Unable to transform
Unable to transform
Unable to transform
Unable to transform
Unable to transform
Unable to transform
Unable to transform
Unable to transform
Failed to update localization triangle LocalizationTriangle(112, 125, 130)
154: loop_prologue - Removing Localization Triangle LocalizationTriangle(112, 125, 130)
154 could not perform extension point optimization due to missing locT
154: EdgeExpansion failed due to lost localization triangle in TMC
Failed to update localization triangle LocalizationTriangle(112, 125, 130)
151: loop_prologue - Removing Localization Triangle LocalizationTriangle(112, 125, 130)
151 could not perform extension point optimization due to missing locT
151: EdgeExpansion failed due to lost localization triangle in TMC
LocalizationTriangle.locateNbr: No NeighborState of 125, returning null
Unable to transform
LocalizationTriangle.locateNbr: No NeighborState of 125, returning null
Unable to transform
LocalizationTriangle.locateNbr: No NeighborState of 125, returning null
Unable to transform
LocalizationTriangle.locateNbr: No NeighborState of 125, returning null
Unable to transform
Failed to update localization triangle LocalizationTriangle(112, 125, 130)
158: loop_prologue - Removing Localization Triangle LocalizationTriangle(112, 125, 130)
158 could not perform extension point optimization due to missing locT
158: EdgeExpansion failed due to lost localization triangle in TMC
Failed to update localization triangle LocalizationTriangle(112, 125, 130)
155: loop_prologue - Removing Localization Triangle LocalizationTriangle(112, 125, 130)
155 could not perform extension point optimization due to missing locT
155: EdgeExpansion failed due to lost localization triangle in TMC
#Steps
197350
#Robots
190
#Triangles
((-0.5,0.0), (0.0,-0.86), (0.5,0.0)), 0.42999998347703766
((-0.020262139,0.75110877), (-0.5,0.0), (0.5,0.0)), 0.375554390235525
((-0.020262139,0.75110877), (0.38225803,1.5357394), (-0.42633218,1.5187933)), 0.3138117439186456
((-0.8939021,0.7884026), (-0.5,0.0), (-0.020262139,0.75110877)), 0.3370449641147336
((-0.8939021,0.7884026), (-1.2904491,1.5641658), (-1.7645476,0.8410561)), 0.3272675596258771
((0.85910827,0.79005355), (-0.020262139,0.75110877), (0.5,0.0)), 0.34038217139630783
((0.85910827,0.79005355), (1.7307727,0.8712564), (1.2567421,1.5779325)), 0.32723854304396277
((-0.42633218,1.5187933), (-0.8939021,0.7884026), (-0.020262139,0.75110877)), 0.3277680408159439
((-0.42633218,1.5187933), (-0.045483753,2.2961426), (-0.82909787,2.311223)), 0.3074425943607468
((-1.3620163,0.060723107), (-0.5,0.0), (-0.8939021,0.7884026)), 0.32784846551296637
((1.3643583,0.085639834), (0.85910827,0.79005355), (0.5,0.0)), 0.32606768514434403
((0.38225803,1.5357394), (-0.020262139,0.75110877), (0.85910827,0.79005355)), 0.3371524575508361
((0.38225803,1.5357394), (0.7816812,2.3223116), (-0.045483753,2.2961426)), 0.32008620153492906
((1.7307727,0.8712564), (0.85910827,0.79005355), (1.3643583,0.085639834)), 0.32752007399254773
((1.7307727,0.8712564), (2.6257548,0.9331756), (2.1293933,1.6378973)), 0.33072377998991526
((1.2567421,1.5779325), (0.38225803,1.5357394), (0.85910827,0.79005355)), 0.3361050720116739
((1.2567421,1.5779325), (2.1293933,1.6378973), (1.6432678,2.3809476)), 0.3387871023741786
((2.2240193,0.1445537), (1.7307727,0.8712564), (1.3643583,0.085639834)), 0.32688846791970044
((-0.045483753,2.2961426), (-0.42633218,1.5187933), (0.38225803,1.5357394)), 0.3110515284758104
((-0.045483753,2.2961426), (0.36044818,3.0684218), (-0.4481643,3.1131368)), 0.32131294695072365
((2.1293933,1.6378973), (1.2567421,1.5779325), (1.7307727,0.8712564)), 0.32255345986346295
((2.1293933,1.6378973), (3.0018756,1.7171794), (2.5306244,2.4230878)), 0.32662723073113653
((-1.7645476,0.8410561), (-1.3620163,0.060723107), (-0.8939021,0.7884026)), 0.32909934385553613
((-1.7645476,0.8410561), (-2.1503725,1.6297656), (-2.63319,0.8950122)), 0.3321444150269943
((-1.2904491,1.5641658), (-0.8939021,0.7884026), (-0.42633218,1.5187933)), 0.32617892183469477
((-1.2904491,1.5641658), (-1.6974415,2.3340607), (-2.1503725,1.6297656)), 0.3176759745060462
((-2.2337449,0.10896594), (-1.3620163,0.060723107), (-1.7645476,0.8410561)), 0.3304096227647092
((-0.82909787,2.311223), (-1.2904491,1.5641658), (-0.42633218,1.5187933)), 0.3332387285787488
((-0.82909787,2.311223), (-1.3029187,2.9862702), (-1.6974415,2.3340607)), 0.28767596022396824
((0.7816812,2.3223116), (0.38225803,1.5357394), (1.2567421,1.5779325)), 0.3354960024442023
((0.7816812,2.3223116), (1.1754825,3.1107056), (0.36044818,3.0684218)), 0.31295840497186017
((0.36044818,3.0684218), (-0.045483753,2.2961426), (0.7816812,2.3223116)), 0.3140897368961398
((0.36044818,3.0684218), (0.70196897,3.8530166), (0.02766814,3.721703)), 0.24210331591951323
((-2.1503725,1.6297656), (-1.7645476,0.8410561), (-1.2904491,1.5641658)), 0.3264598488889147
((-2.1503725,1.6297656), (-2.5521815,2.3997314), (-3.0312967,1.6750948)), 0.3300339144380733
((-2.63319,0.8950122), (-2.2337449,0.10896594), (-1.7645476,0.8410561)), 0.3306202471342796
((-2.63319,0.8950122), (-3.0312967,1.6750948), (-3.5069177,0.9289416)), 0.334036181709427
((-3.101818,0.16103776), (-2.2337449,0.10896594), (-2.63319,0.8950122)), 0.3307729326661159
((-0.4481643,3.1131368), (-0.82909787,2.311223), (-0.045483753,2.2961426)), 0.31706776167588513
((-0.4481643,3.1131368), (0.02766814,3.721703), (-0.99026805,3.8006792)), 0.3285305718322681
((1.6432678,2.3809476), (0.7816812,2.3223116), (1.2567421,1.5779325)), 0.33460137333856016
((1.6432678,2.3809476), (2.5306244,2.4230878), (2.0337086,3.1798391)), 0.3462242143201318
((-1.6974415,2.3340607), (-1.2904491,1.5641658), (-0.82909787,2.311223)), 0.3296192636428326
((-1.6974415,2.3340607), (-2.180399,3.1212614), (-2.5521815,2.3997314)), 0.3205678898623554
((2.6257548,0.9331756), (1.7307727,0.8712564), (2.2240193,0.1445537)), 0.34046365390095634
((2.6257548,0.9331756), (3.5045729,0.9630654), (3.0018756,1.7171794)), 0.33887725727169554
((3.0018756,1.7171794), (2.1293933,1.6378973), (2.6257548,0.9331756)), 0.3271048673397074
((3.0018756,1.7171794), (3.8663538,1.6955236), (3.3997276,2.4838634)), 0.3356986194545278
((3.094361,0.20544235), (2.6257548,0.9331756), (2.2240193,0.1445537)), 0.33095470257680215
((1.1754825,3.1107056), (0.7816812,2.3223116), (1.6432678,2.3809476)), 0.3280893715180162
((1.1754825,3.1107056), (1.5413529,3.923226), (0.70196897,3.8530166)), 0.3281645410418668
((-1.3029187,2.9862702), (-0.82909787,2.311223), (-0.4481643,3.1131368)), 0.3185557713305982
((-1.3029187,2.9862702), (-0.99026805,3.8006792), (-1.7423605,3.7137086)), 0.292659749154243
((-2.5521815,2.3997314), (-2.1503725,1.6297656), (-1.6974415,2.3340607)), 0.31586670496472263
((-2.5521815,2.3997314), (-3.002657,3.0898564), (-3.421034,2.4648)), 0.2851525528550526
((3.5045729,0.9630654), (2.6257548,0.9331756), (3.094361,0.20544235)), 0.32677579694599235
((-3.0312967,1.6750948), (-2.63319,0.8950122), (-2.1503725,1.6297656)), 0.33457392809195263
((-3.0312967,1.6750948), (-3.421034,2.4648), (-3.906184,1.7187134)), 0.33695154396215116
((-2.180399,3.1212614), (-1.6974415,2.3340607), (-1.3029187,2.9862702)), 0.31277901591260493
((-2.180399,3.1212614), (-2.5797215,3.911165), (-3.002657,3.0898564)), 0.33102267175213906
((-0.99026805,3.8006792), (-1.3029187,2.9862702), (-0.4481643,3.1131368)), 0.3282273677815777
((-0.99026805,3.8006792), (-0.4593224,4.417419), (-1.4667504,4.537708)), 0.3425938388434979
((-3.5069177,0.9289416), (-3.101818,0.16103776), (-2.63319,0.8950122)), 0.32859710381465596
((-3.943018,0.18513788), (-3.101818,0.16103776), (-3.5069177,0.9289416)), 0.31809880411105557
((0.70196897,3.8530166), (0.36044818,3.0684218), (1.1754825,3.1107056)), 0.312515425301364
((0.70196897,3.8530166), (1.0652076,4.658558), (0.22571063,4.5624948)), 0.32067782805241046
((2.5306244,2.4230878), (1.6432678,2.3809476), (2.1293933,1.6378973)), 0.33991804078240456
((2.5306244,2.4230878), (3.3997276,2.4838634), (2.8933175,3.207431)), 0.3298161612664028
((2.0337086,3.1798391), (1.1754825,3.1107056), (1.6432678,2.3809476)), 0.32931850991273726
((2.0337086,3.1798391), (2.8933175,3.207431), (2.4156651,3.9806304)), 0.33891416988026835
((1.5413529,3.923226), (1.1754825,3.1107056), (2.0337086,3.1798391)), 0.3360161800065077
((1.5413529,3.923226), (1.9278796,4.7143908), (1.0652076,4.658558)), 0.3304673106926491
((2.8933175,3.207431), (2.0337086,3.1798391), (2.5306244,2.4230878)), 0.3321104852715713
((2.8933175,3.207431), (3.771797,3.2801807), (3.3016622,3.9679868)), 0.3192128168675957
((0.02766814,3.721703), (-0.4481643,3.1131368), (0.36044818,3.0684218)), 0.25668555378832053
((0.02766814,3.721703), (0.22571063,4.5624948), (-0.4593224,4.417419)), 0.2736194550155835
((-3.421034,2.4648), (-3.0312967,1.6750948), (-2.5521815,2.3997314)), 0.33038884272244623
((-3.421034,2.4648), (-3.8942804,3.2061892), (-3.94134,2.4144235)), 0.20479483338259016
((3.3997276,2.4838634), (2.5306244,2.4230878), (3.0018756,1.7171794)), 0.32107391806659813
((3.3997276,2.4838634), (3.9420218,2.335586), (3.771797,3.2801807)), 0.24350386168014446
((-3.002657,3.0898564), (-2.5521815,2.3997314), (-2.180399,3.1212614)), 0.29080399876754764
